日期,求和项:收盘
2013年2月27日,2313.22
2013年2月28日,2365.59
2013年3月1日,2359.51
2013年3月4日,2273.4
2013年3月5日,2326.31
2013年3月6日,2347.18
2013年3月7日,2324.29
2013年3月8日,2318.61
2013年3月11日,2310.59
2013年3月12日,2286.6
2013年3月13日,2263.97
2013年3月14日,2270.28
2013年3月15日,2278.4
2013年3月18日,2240.02
2013年3月19日,2257.43
2013年3月20日,2317.37
2013年3月21日,2324.24
2013年3月22日,2328.28
2013年3月25日,2326.71
2013年3月26日,2297.67
2013年3月27日,2301.26
2013年3月28日,2236.3
2013年3月29日,2236.62
2013年4月1日,2234.4
2013年4月2日,2227.74
2013年4月3日,2225.3
2013年4月8日,2211.59
2013年4月9日,2225.77
2013年4月10日,2226.13
2013年4月11日,2219.55
2013年4月12日,2206.78
2013年4月15日,2181.94
2013年4月16日,2194.85
2013年4月17日,2193.8
2013年4月18日,2197.6
2013年4月19日,2244.64
2013年4月22日,2242.17
2013年4月23日,2184.54
2013年4月24日,2218.32
2013年4月25日,2199.31
2013年4月26日,2177.91
2013年5月2日,2174.12
2013年5月3日,2205.5
2013年5月6日,2231.17
2013年5月7日,2235.57
2013年5月8日,2246.3
2013年5月9日,2232.97
2013年5月10日,2246.83
2013年5月13日,2241.92
2013年5月14日,2217.01
2013年5月15日,2224.8
2013年5月16日,2251.81
2013年5月17日,2282.87
2013年5月20日,2299.99
2013年5月21日,2305.11
2013年5月22日,2302.4
2013年5月23日,2275.67
2013年5月24日,2288.53
2013年5月27日,2293.08
2013年5月28日,2321.32
2013年5月29日,2324.02
2013年5月30日,2317.75
2013年5月31日,2300.59
2013年6月3日,2299.25
2013年6月4日,2272.42
2013年6月5日,2270.93
2013年6月6日,2242.11
2013年6月7日,2210.9
2013年6月13日,2148.36
2013年6月14日,2162.04
2013年6月17日,2156.21
2013年6月18日,2159.29
2013年6月19日,2143.45
2013年6月20日,2084.02
2013年6月21日,2073.1
2013年6月24日,1963.24
2013年6月25日,1959.51
2013年6月26日,1951.5
2013年6月27日,1950.01
2013年6月28日,1979.21
2013年7月1日,1995.24
2013年7月2日,2006.56
2013年7月3日,1994.27
2013年7月4日,2006.1
2013年7月5日,2007.2
2013年7月8日,1958.27
2013年7月9日,1965.45
2013年7月10日,2008.13
2013年7月11日,2072.99
2013年7月12日,2039.49
2013年7月15日,2059.39
2013年7月16日,2065.72
2013年7月17日,2044.92
2013年7月18日,2023.4
2013年7月19日,1992.65
2013年7月22日,2004.76
2013年7月23日,2043.88
2013年7月24日,2033.33
2013年7月25日,2021.17
2013年7月26日,2010.85
2013年7月29日,1976.31
2013年7月30日,1990.06
2013年7月31日,1993.8
2013年8月1日,2029.07
2013年8月2日,2029.42
2013年8月5日,2050.48
2013年8月6日,2060.5
2013年8月7日,2046.78
2013年8月8日,2044.9
2013年8月9日,2052.23
2013年8月12日,2101.28
2013年8月13日,2106.16
2013年8月14日,2100.14
2013年8月15日,2081.88
2013年8月16日,2068.45
2013年8月19日,2085.6
2013年8月20日,2072.59
2013年8月21日,2072.96
2013年8月22日,2067.12
2013年8月23日,2057.46
2013年8月26日,2096.47
2013年8月27日,2103.57
2013年8月28日,2101.3
2013年8月29日,2097.23
2013年8月30日,2098.38
2013年9月2日,2098.45
2013年9月3日,2123.11
2013年9月4日,2127.62
2013年9月5日,2122.43
2013年9月6日,2139.99
2013年9月9日,2212.52
2013年9月10日,2237.98
2013年9月11日,2241.27
2013年9月12日,2255.6
2013年9月13日,2236.22
2013年9月16日,2231.4
2013年9月17日,2185.56
2013年9月18日,2191.85
2013年9月23日,2221.04
2013年9月24日,2207.53
2013年9月25日,2198.52
2013年9月26日,2155.81
2013年9月27日,2160.03
2013年9月30日,2174.66
2013年10月8日,2198.2
2013年10月9日,2211.77
2013年10月10日,2190.93
2013年10月11日,2228.15
2013年10月14日,2237.77
2013年10月15日,2233.41
2013年10月16日,2193.07
2013年10月17日,2188.54
2013年10月18日,2193.78
2013年10月21日,2229.24
2013年10月22日,2210.65
2013年10月23日,2183.11
2013年10月24日,2164.32
2013年10月25日,2132.96
2013年10月28日,2133.87
2013年10月29日,2128.86
2013年10月30日,2160.46
2013年10月31日,2141.61
2013年11月1日,2149.56
2013年11月4日,2149.63
2013年11月5日,2157.24
2013年11月6日,2139.61
2013年11月7日,2129.4
2013年11月8日,2106.13
2013年11月11日,2109.47
2013年11月12日,2126.77
2013年11月13日,2087.94
2013年11月14日,2100.51
2013年11月15日,2135.83
2013年11月18日,2197.22
2013年11月19日,2193.12
2013年11月20日,2206.61
2013年11月21日,2205.77
2013年11月22日,2196.38
2013年11月25日,2186.12
2013年11月26日,2183.07
2013年11月27日,2201.07
2013年11月28日,2219.37
2013年11月29日,2220.5
2013年12月2日,2207.37
2013年12月3日,2222.67
2013年12月4日,2251.76
2013年12月5日,2247.06
2013年12月6日,2237.11
2013年12月9日,2238.2
2013年12月10日,2237.49
2013年12月11日,2204.17
2013年12月12日,2202.8
2013年12月13日,2196.07
2013年12月16日,2160.86
2013年12月17日,2151.08
2013年12月18日,2148.29
2013年12月19日,2127.79
2013年12月20日,2084.79
2013年12月23日,2089.71
2013年12月24日,2092.91
2013年12月25日,2106.35
2013年12月26日,2073.1
2013年12月27日,2101.25
2013年12月30日,2097.53
2013年12月31日,2115.98
2014年1月2日,2109.39
2014年1月3日,2083.14
2014年1月6日,2045.71
2014年1月7日,2047.32
2014年1月8日,2044.34
2014年1月9日,2027.62
2014年1月10日,2013.3
2014年1月13日,2009.56
2014年1月14日,2026.84
2014年1月15日,2023.35
2014年1月16日,2023.7
2014年1月17日,2004.95
2014年1月20日,1991.25
2014年1月21日,2008.31
2014年1月22日,2051.75
2014年1月23日,2042.18
2014年1月24日,2054.39
2014年1月27日,2033.3
2014年1月28日,2038.51
2014年1月29日,2049.91
2014年1月30日,2033.08
2014年2月7日,2044.5
2014年2月10日,2086.07
2014年2月11日,2103.67
2014年2月12日,2109.96
2014年2月13日,2098.4
2014年2月14日,2115.85
2014年2月17日,2135.41
2014年2月18日,2119.07
2014年2月19日,2142.55
2014年2月20日,2138.78
2014年2月21日,2113.69
2014年2月24日,2076.69
2014年2月25日,2034.22
2014年2月26日,2041.25
2014年2月27日,2047.35
2014年2月28日,2056.3
2014年3月3日,2075.23
2014年3月4日,2071.47
2014年3月5日,2053.08
2014年3月6日,2059.58
2014年3月7日,2057.91
2014年3月10日,1999.06
2014年3月11日,2001.16
2014年3月12日,1997.69
2014年3月13日,2019.11
2014年3月14日,2004.34
2014年3月17日,2023.67
2014年3月18日,2025.2
2014年3月19日,2021.73
2014年3月20日,1993.48
2014年3月21日,2047.62
2014年3月24日,2066.28
2014年3月25日,2067.31
2014年3月26日,2063.67
2014年3月27日,2046.59
2014年3月28日,2041.71
2014年3月31日,2033.31
2014年4月1日,2047.46
2014年4月2日,2058.99
2014年4月3日,2043.7
2014年4月4日,2058.83
2014年4月8日,2098.28
2014年4月9日,2105.24
2014年4月10日,2134.3
2014年4月11日,2130.54
2014年4月14日,2131.54
2014年4月15日,2101.6
2014年4月16日,2105.12
2014年4月17日,2098.88
2014年4月18日,2097.75
2014年4月21日,2065.83
2014年4月22日,2072.83
2014年4月23日,2067.38
2014年4月24日,2057.03
2014年4月25日,2036.52
2014年4月28日,2003.49
2014年4月29日,2020.34
2014年4月30日,2026.36
2014年5月5日,2027.35
2014年5月6日,2028.04
2014年5月7日,2010.08
2014年5月8日,2015.27
2014年5月9日,2011.13
2014年5月12日,2052.87
2014年5月13日,2050.73
2014年5月14日,2047.91
2014年5月15日,2024.97
2014年5月16日,2026.5
2014年5月19日,2005.18
2014年5月20日,2008.12
2014年5月21日,2024.95
2014年5月22日,2021.29
2014年5月23日,2034.57
2014年5月26日,2041.48
2014年5月27日,2034.57
2014年5月28日,2050.23
2014年5月29日,2040.6
2014年5月30日,2039.21
2014年6月3日,2038.31
2014年6月4日,2024.83
2014年6月5日,2040.88
2014年6月6日,2029.96
2014年6月9日,2030.5
2014年6月10日,2052.53
2014年6月11日,2054.95
2014年6月12日,2051.71
2014年6月13日,2070.71
2014年6月16日,2085.98
2014年6月17日,2066.7
2014年6月18日,2055.52
2014年6月19日,2023.73
2014年6月20日,2026.67
2014年6月23日,2024.37
2014年6月24日,2033.93
2014年6月25日,2025.5
2014年6月26日,2038.68
2014年6月27日,2036.51
2014年6月30日,2048.33
2014年7月1日,2050.38
2014年7月2日,2059.42
2014年7月3日,2063.23
2014年7月4日,2059.37
2014年7月7日,2059.93
2014年7月8日,2064.02
2014年7月9日,2038.61
2014年7月10日,2038.34
2014年7月11日,2046.96
2014年7月14日,2066.65
2014年7月15日,2070.36
2014年7月16日,2067.28
2014年7月17日,2055.59
2014年7月18日,2059.07
2014年7月21日,2054.48
2014年7月22日,2075.48
2014年7月23日,2078.49
2014年7月24日,2105.06
2014年7月25日,2126.61
2014年7月28日,2177.95
2014年7月29日,2183.19
2014年7月30日,2181.24
2014年7月31日,2201.56
2014年8月1日,2185.3
2014年8月4日,2223.33
2014年8月5日,2219.95
2014年8月6日,2217.46
2014年8月7日,2187.67
2014年8月8日,2194.42
2014年8月11日,2224.65
2014年8月12日,2221.59
2014年8月13日,2222.88
2014年8月14日,2206.47
2014年8月15日,2226.73
2014年8月18日,2239.47
2014年8月19日,2245.33
2014年8月20日,2240.21
2014年8月21日,2230.46
2014年8月22日,2240.81
2014年8月25日,2229.27
2014年8月26日,2207.11
2014年8月27日,2209.47
2014年8月28日,2195.82
2014年8月29日,2217.2
2014年9月1日,2235.51
2014年9月2日,2266.05
2014年9月3日,2288.63
2014年9月4日,2306.86
2014年9月5日,2326.43
2014年9月9日,2326.53
2014年9月10日,2318.31
2014年9月11日,2311.68
2014年9月12日,2331.95
2014年9月15日,2339.14
2014年9月16日,2296.56
2014年9月17日,2307.89
2014年9月18日,2315.93
2014年9月19日,2329.45
2014年9月22日,2289.87
2014年9月23日,2309.72
2014年9月24日,2343.57
2014年9月25日,2345.1
2014年9月26日,2347.72
2014年9月29日,2357.71
2014年9月30日,2363.87
2014年10月8日,2382.79
2014年10月9日,2389.37
2014年10月10日,2374.54
2014年10月13日,2366.01
2014年10月14日,2359.47
2014年10月15日,2373.67
2014年10月16日,2356.5
2014年10月17日,2341.18
2014年10月20日,2356.73
2014年10月21日,2339.66
2014年10月22日,2326.55
2014年10月23日,2302.42
2014年10月24日,2302.28
2014年10月27日,2290.44
2014年10月28日,2337.87
2014年10月29日,2373.03
2014年10月30日,2391.08
2014年10月31日,2420.18
2014年11月3日,2430.03
2014年11月4日,2430.68
2014年11月5日,2419.25
2014年11月6日,2425.86
2014年11月7日,2418.17
2014年11月10日,2473.67
2014年11月11日,2469.67
2014年11月12日,2494.48
2014年11月13日,2485.61
